strain1,strain2,lens1,lens2,spe1,spe2,color,dist_link1,dist_link2,phy_seqdist
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_orientalis_DSM_17489_3694,1,1,poae,orientalis,#93A9C466,0.0814868641699273,1,0.247255036773132
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_fluorescens_EK007-7t-asp_5076,1,1,poae,fluorescens,#93A9C466,0.0848406931246506,1,0.255750831946755
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_fluorescens_EK007-RG4_5147,1,1,poae,fluorescens,#93A9C466,0.0960201229737283,1,0.259087506238563
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_fluorescens_isolate_PS887_11794,1,1,poae,fluorescens,#93A9C466,0.107199552822806,1,0.243036189714502
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_orientalis_BS2775_5211,1,1,poae,orientalis,#93A9C466,0.119496925656792,1,0.553102799832846
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_veronii_R4_3092,1,1,poae,veronii,#93A9C466,0.141855785354947,1,0.518031769027785
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_veronii_Pvy_11565,1,2,poae,veronii,#93A9C466,0.144091671324762,1,0.63481058882056
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_fluorescens_Pt14_4039,1,1,poae,fluorescens,#93A9C466,0.147445500279486,1,0.489889638579424
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_trivialis_BS3111_7205,1,1,poae,trivialis,#93A9C466,0.150799329234209,1,0.430596683045351
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_fluorescens_A506_168,1,1,poae,fluorescens,#93A9C466,0.160860816098379,1,0.471011269276394
Pseudomonas_poae_DSM_14936_3871,Pseudomonas_veronii_R02_5004,1,1,poae,veronii,#93A9C466,0.183219675796534,1,0.521536973277718
Pseudomonas_panacis_BS2778_5768,Pseudomonas_veronii_DSM_11331_3842,1,1,panacis,veronii,#DB8C8B66,0.02,1,0.21928526565677
Pseudomonas_panacis_BS2778_5768,Pseudomonas_orientalis_DSM_17489_3694,1,1,panacis,orientalis,#DB8C8B66,0.0714253773057574,1,0.40044154643939
Pseudomonas_panacis_BS2778_5768,Pseudomonas_fluorescens_EK007-7t-asp_5076,1,1,panacis,fluorescens,#DB8C8B66,0.0747792062604807,1,0.388179504023649
Pseudomonas_panacis_BS2778_5768,Pseudomonas_fluorescens_EK007-RG4_5147,1,1,panacis,fluorescens,#DB8C8B66,0.0859586361095584,1,0.367603695694909
Pseudomonas_panacis_BS2778_5768,Pseudomonas_fluorescens_isolate_PS887_11794,1,1,panacis,fluorescens,#DB8C8B66,0.0971380659586361,1,0.390172755009483
Pseudomonas_panacis_BS2778_5768,Pseudomonas_orientalis_BS2775_5211,1,1,panacis,orientalis,#DB8C8B66,0.109435438792622,1,0.489487984677401
Pseudomonas_panacis_BS2778_5768,Pseudomonas_poae_BS2776_5788,1,1,panacis,poae,#DB8C8B66,0.116143096702068,1,0.474414198054488
Pseudomonas_panacis_BS2778_5768,Pseudomonas_veronii_R4_3092,1,1,panacis,veronii,#DB8C8B66,0.131794298490777,1,0.429650278200415
Pseudomonas_panacis_BS2778_5768,Pseudomonas_veronii_Pvy_11565,1,2,panacis,veronii,#DB8C8B66,0.134030184460593,1,0.573655711147112
Pseudomonas_panacis_BS2778_5768,Pseudomonas_fluorescens_Pt14_4039,1,1,panacis,fluorescens,#DB8C8B66,0.137384013415316,1,0.52262171177638
Pseudomonas_panacis_BS2778_5768,Pseudomonas_poae_RE_1-1-14_197,1,1,panacis,poae,#DB8C8B66,0.139619899385131,1,0.479231467081389
Pseudomonas_panacis_BS2778_5768,Pseudomonas_trivialis_BS3111_7205,1,1,panacis,trivialis,#DB8C8B66,0.140737842370039,1,0.45642628399124
Pseudomonas_panacis_BS2778_5768,Pseudomonas_fluorescens_A506_168,1,1,panacis,fluorescens,#DB8C8B66,0.150799329234209,1,0.489134314796586
Pseudomonas_panacis_BS2778_5768,Pseudomonas_veronii_R02_5004,1,1,panacis,veronii,#DB8C8B66,0.173158188932364,1,0.39945649122413
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_orientalis_DSM_17489_3694,1,1,veronii,orientalis,#E8878166,0.0703074343208496,1,0.284690653348283
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_fluorescens_EK007-7t-asp_5076,1,1,veronii,fluorescens,#E8878166,0.0736612632755729,1,0.264061254114616
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_fluorescens_EK007-RG4_5147,1,1,veronii,fluorescens,#E8878166,0.0848406931246506,1,0.272203282246588
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_fluorescens_isolate_PS887_11794,1,1,veronii,fluorescens,#E8878166,0.0960201229737283,1,0.268687656500144
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_orientalis_BS2775_5211,1,1,veronii,orientalis,#E8878166,0.108317495807714,1,0.528857418331484
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_poae_BS2776_5788,1,1,veronii,poae,#E8878166,0.11502515371716,1,0.528797592298654
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_fluorescens_Pt14_4039,1,1,veronii,fluorescens,#E8878166,0.136266070430408,1,0.498046914943657
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_poae_RE_1-1-14_197,1,1,veronii,poae,#E8878166,0.138501956400224,1,0.474287663868326
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_trivialis_BS3111_7205,1,1,veronii,trivialis,#E8878166,0.139619899385131,1,0.500249630754509
Pseudomonas_veronii_DSM_11331_3842,Pseudomonas_fluorescens_A506_168,1,1,veronii,fluorescens,#E8878166,0.149681386249301,1,0.490387093448791
Pseudomonas_cedrina_DSM_17516_5597,Pseudomonas_marginalis_BS2952_5581,1,1,cedrina,marginalis,#F9817466,0.0289435438792622,1,0.376626587951658
Pseudomonas_cedrina_DSM_17516_5597,Pseudomonas_trivialis_IHBB745_3101,1,1,cedrina,trivialis,#F9817466,0.106081609837898,1,0.530489023530773
Pseudomonas_cedrina_DSM_17516_5597,Pseudomonas_azotoformans_P45A_9377,1,1,cedrina,azotoformans,#F9817466,0.170922302962549,1,0.486796845505264
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,1,1,grimontii,marginalis,#FB807266,0.0255897149245388,1,0.237097363612634
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_H21_2958,1,1,grimontii,fluorescens,#FB807266,0.0267076579094466,1,0.230954971760195
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_simiae_CCUG_50988_5571,1,1,grimontii,simiae,#FB807266,0.0334153158188932,1,0.260768457219475
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_isolate_PS708_11792,1,1,grimontii,fluorescens,#FB807266,0.034533258803801,1,0.280789043589797
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_DSM_50090_11756,1,2,grimontii,fluorescens,#FB807266,0.0378870877585243,1,0.287456391888115
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_poae_29G9_7715,1,1,grimontii,poae,#FB807266,0.0524203465623253,1,0.309096921534789
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_poae_PpR24_6368,1,1,grimontii,poae,#FB807266,0.0669536053661263,1,0.258668283909825
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_AU14917_2434,1,1,grimontii,fluorescens,#FB807266,0.0691894913359419,1,0.273617356348039
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_11293_6861,1,1,grimontii,fluorescens,#FB807266,0.0736612632755729,1,0.29361376356545
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_koreensis_P2_7166,1,1,grimontii,koreensis,#FB807266,0.0747792062604807,1,0.290161802947125
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_CPM15_9422,1,1,grimontii,fluorescens,#FB807266,0.0758971492453885,1,0.305858501845402
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_synxantha_MCP106_12298,1,2,grimontii,synxantha,#FB807266,0.0893124650642817,1,0.262407384411606
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_ATCC_13525_6569,1,1,grimontii,fluorescens,#FB807266,0.0937842370039128,1,0.54475500492991
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_antarctica_BS2772_7007,1,1,grimontii,antarctica,#FB807266,0.107199552822806,1,0.502067807502151
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_PICF7_2957,1,1,grimontii,fluorescens,#FB807266,0.113907210732253,1,0.531591685033925
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_synxantha_BG33R_474,1,1,grimontii,synxantha,#FB807266,0.127322526551146,1,0.495814968638752
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_orientalis_L1-3-08_11571,1,2,grimontii,orientalis,#FB807266,0.138501956400224,1,0.500449457440661
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_fluorescens_NCTC10038_6712,1,1,grimontii,fluorescens,#FB807266,0.15527110117384,1,0.508475661827498
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_antarctica_PAMC_27494_4017,1,1,grimontii,antarctica,#FB807266,0.156389044158748,1,0.483729856651192
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_simiae_WCS417_2455,1,1,grimontii,simiae,#FB807266,0.159742873113471,1,0.494172393735054
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_chlororaphis_B25_7556,1,1,grimontii,chlororaphis,#FB807266,0.174276131917272,1,0.589937662391012
Pseudomonas_grimontii_DSM_17515_11656,Pseudomonas_chlororaphis_TAMOak81_7536,1,1,grimontii,chlororaphis,#FB807266,0.177629960871996,1,0.581129764759912
Pseudomonas_marginalis_BS2952_5581,Pseudomonas_trivialis_IHBB745_3101,1,1,marginalis,trivialis,#F2837966,0.0960201229737283,1,0.488966895041593
Pseudomonas_marginalis_BS2952_5581,Pseudomonas_cedrina_BS2981_6213,1,1,marginalis,cedrina,#F2837966,0.121732811626607,1,0.439387357282094
Pseudomonas_marginalis_BS2952_5581,Pseudomonas_azotoformans_P45A_9377,1,1,marginalis,azotoformans,#F2837966,0.160860816098379,1,0.331291881480456
Pseudomonas_poae_A2-S9_6057,Pseudomonas_azotoformans_DSM_18862_5651,1,1,poae,azotoformans,#93A9C466,0.0278256008943544,1,0.353078591690305
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_H21_2958,1,1,marginalis,fluorescens,#F2837966,0.02,1,0.0664022614172551
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_simiae_CCUG_50988_5571,1,1,marginalis,simiae,#F2837966,0.0267076579094466,1,0.219608628724459
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_isolate_PS708_11792,1,1,marginalis,fluorescens,#F2837966,0.0278256008943544,1,0.203144845539379
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_DSM_50090_11756,1,2,marginalis,fluorescens,#F2837966,0.0311794298490777,1,0.280133593903486
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_poae_29G9_7715,1,1,marginalis,poae,#F2837966,0.0457126886528787,1,0.336656348010264
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_poae_PpR24_6368,1,1,marginalis,poae,#F2837966,0.0602459474566797,1,0.24668409942976
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_AU14917_2434,1,1,marginalis,fluorescens,#F2837966,0.0624818334264953,1,0.273739351398638
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_11293_6861,1,1,marginalis,fluorescens,#F2837966,0.0669536053661263,1,0.274460304598059
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_koreensis_P2_7166,1,1,marginalis,koreensis,#F2837966,0.0680715483510341,1,0.2761707135778
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_CPM15_9422,1,1,marginalis,fluorescens,#F2837966,0.0691894913359419,1,0.274874229952621
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_synxantha_MCP106_12298,1,2,marginalis,synxantha,#F2837966,0.0826048071548351,1,0.268822538471873
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_ATCC_13525_6569,1,1,marginalis,fluorescens,#F2837966,0.0870765790944662,1,0.552194448866953
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_antarctica_BS2772_7007,1,1,marginalis,antarctica,#F2837966,0.100491894913359,1,0.496401836304231
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_grimontii_BS2976_7114,1,1,marginalis,grimontii,#F2837966,0.101609837898267,1,0.46917479776499
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_PICF7_2957,1,1,marginalis,fluorescens,#F2837966,0.107199552822806,1,0.543645076254816
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_synxantha_BG33R_474,1,1,marginalis,synxantha,#F2837966,0.120614868641699,1,0.500628561850486
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_orientalis_L1-3-08_11571,1,2,marginalis,orientalis,#F2837966,0.131794298490777,1,0.529736377396569
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_fluorescens_NCTC10038_6712,1,1,marginalis,fluorescens,#F2837966,0.148563443264393,1,0.533420129774679
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_antarctica_PAMC_27494_4017,1,1,marginalis,antarctica,#F2837966,0.149681386249301,1,0.51297817069594
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_simiae_WCS417_2455,1,1,marginalis,simiae,#F2837966,0.153035215204025,1,0.504323197776946
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_chlororaphis_B25_7556,1,1,marginalis,chlororaphis,#F2837966,0.167568474007826,1,0.584556724573852
Pseudomonas_marginalis_pv_marginalis_ICMP_3553_7356,Pseudomonas_chlororaphis_TAMOak81_7536,1,1,marginalis,chlororaphis,#F2837966,0.170922302962549,1,0.57754665035179
Pseudomonas_fluorescens_H21_2958,Pseudomonas_simiae_CCUG_50988_5571,1,1,fluorescens,simiae,#70BCC950,0.0255897149245388,1,0.195722386458081
Pseudomonas_fluorescens_H21_2958,Pseudomonas_poae_29G9_7715,1,1,fluorescens,poae,#70BCC950,0.0445947456679709,1,0.322621585947812
Pseudomonas_fluorescens_H21_2958,Pseudomonas_poae_PpR24_6368,1,1,fluorescens,poae,#70BCC950,0.0591280044717719,1,0.246704331450094
Pseudomonas_fluorescens_H21_2958,Pseudomonas_koreensis_P2_7166,1,1,fluorescens,koreensis,#70BCC950,0.0669536053661263,1,0.278971497728228
Pseudomonas_fluorescens_H21_2958,Pseudomonas_synxantha_MCP106_12298,1,2,fluorescens,synxantha,#70BCC950,0.0814868641699273,1,0.266604312701708
Pseudomonas_fluorescens_H21_2958,Pseudomonas_antarctica_BS2772_7007,1,1,fluorescens,antarctica,#70BCC950,0.0993739519284517,1,0.501327429092736
Pseudomonas_fluorescens_H21_2958,Pseudomonas_grimontii_BS2976_7114,1,1,fluorescens,grimontii,#70BCC950,0.100491894913359,1,0.475133626504907
Pseudomonas_fluorescens_H21_2958,Pseudomonas_synxantha_BG33R_474,1,1,fluorescens,synxantha,#70BCC950,0.119496925656792,1,0.48991318338052
Pseudomonas_fluorescens_H21_2958,Pseudomonas_orientalis_L1-3-08_11571,1,2,fluorescens,orientalis,#70BCC950,0.130676355505869,1,0.522492799162084
Pseudomonas_fluorescens_H21_2958,Pseudomonas_antarctica_PAMC_27494_4017,1,1,fluorescens,antarctica,#70BCC950,0.148563443264393,1,0.517643039075604
Pseudomonas_fluorescens_H21_2958,Pseudomonas_simiae_WCS417_2455,1,1,fluorescens,simiae,#70BCC950,0.151917272219117,1,0.492503963482758
Pseudomonas_fluorescens_H21_2958,Pseudomonas_chlororaphis_B25_7556,1,1,fluorescens,chlororaphis,#70BCC950,0.166450531022918,1,0.594125473752117
Pseudomonas_fluorescens_H21_2958,Pseudomonas_chlororaphis_TAMOak81_7536,1,1,fluorescens,chlororaphis,#70BCC950,0.169804359977641,1,0.590555298565998
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_isolate_PS708_11792,1,1,simiae,fluorescens,#F6837B66,0.02,1,0.0705089441799611
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_DSM_50090_11756,1,2,simiae,fluorescens,#F6837B66,0.0233538289547233,1,0.289858844103931
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_poae_29G9_7715,1,1,simiae,poae,#F6837B66,0.0378870877585243,1,0.297737481456892
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_poae_PpR24_6368,1,1,simiae,poae,#F6837B66,0.0524203465623253,1,0.273187342833194
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_AU14917_2434,1,1,simiae,fluorescens,#F6837B66,0.0546562325321409,1,0.293288681344968
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_11293_6861,1,1,simiae,fluorescens,#F6837B66,0.0591280044717719,1,0.283690383111806
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_koreensis_P2_7166,1,1,simiae,koreensis,#F6837B66,0.0602459474566797,1,0.272673217750516
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_CPM15_9422,1,1,simiae,fluorescens,#F6837B66,0.0613638904415875,1,0.29167319565013
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_synxantha_MCP106_12298,1,2,simiae,synxantha,#F6837B66,0.0747792062604807,1,0.245027397402705
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_ATCC_13525_6569,1,1,simiae,fluorescens,#F6837B66,0.0792509782001118,1,0.564609862404923
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_antarctica_BS2772_7007,1,1,simiae,antarctica,#F6837B66,0.092666294019005,1,0.518348767200342
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_grimontii_BS2976_7114,1,1,simiae,grimontii,#F6837B66,0.0937842370039128,1,0.481599211095025
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_PICF7_2957,1,1,simiae,fluorescens,#F6837B66,0.0993739519284517,1,0.468205963753236
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_synxantha_BG33R_474,1,1,simiae,synxantha,#F6837B66,0.112789267747345,1,0.474362818590705
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_orientalis_L1-3-08_11571,1,2,simiae,orientalis,#F6837B66,0.123968697596423,1,0.520278718833827
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_fluorescens_NCTC10038_6712,1,1,simiae,fluorescens,#F6837B66,0.140737842370039,1,0.53990645264165
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_antarctica_PAMC_27494_4017,1,1,simiae,antarctica,#F6837B66,0.141855785354947,1,0.520444679724722
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_chlororaphis_B25_7556,1,1,simiae,chlororaphis,#F6837B66,0.159742873113471,1,0.603451112665049
Pseudomonas_simiae_CCUG_50988_5571,Pseudomonas_chlororaphis_TAMOak81_7536,1,1,simiae,chlororaphis,#F6837B66,0.163096702068195,1,0.602518279482047
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_poae_29G9_7715,1,1,fluorescens,poae,#70BCC950,0.0367691447736165,1,0.294690501600854
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_poae_PpR24_6368,1,1,fluorescens,poae,#70BCC950,0.0513024035774176,1,0.257454295589889
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_koreensis_P2_7166,1,1,fluorescens,koreensis,#70BCC950,0.0591280044717719,1,0.251473558812866
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_synxantha_MCP106_12298,1,2,fluorescens,synxantha,#70BCC950,0.0736612632755729,1,0.235432106454091
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_antarctica_BS2772_7007,1,1,fluorescens,antarctica,#70BCC950,0.0915483510340973,1,0.510161741481994
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_grimontii_BS2976_7114,1,1,fluorescens,grimontii,#70BCC950,0.092666294019005,1,0.478438827770333
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_synxantha_BG33R_474,1,1,fluorescens,synxantha,#70BCC950,0.111671324762437,1,0.483940065421547
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_orientalis_L1-3-08_11571,1,2,fluorescens,orientalis,#70BCC950,0.122850754611515,1,0.519843782985012
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_antarctica_PAMC_27494_4017,1,1,fluorescens,antarctica,#70BCC950,0.140737842370039,1,0.532236396771674
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_simiae_WCS417_2455,1,1,fluorescens,simiae,#70BCC950,0.144091671324762,1,0.429216024240561
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_chlororaphis_B25_7556,1,1,fluorescens,chlororaphis,#70BCC950,0.158624930128563,1,0.596452621820145
Pseudomonas_fluorescens_isolate_PS708_11792,Pseudomonas_chlororaphis_TAMOak81_7536,1,1,fluorescens,chlororaphis,#70BCC950,0.161978759083287,1,0.595272068571197
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_poae_29G9_7715,2,1,fluorescens,poae,#70BCC950,0.0334153158188932,1,0.302906448683015
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_poae_PpR24_6368,2,1,fluorescens,poae,#70BCC950,0.0479485746226942,1,0.255825888415254
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_koreensis_P2_7166,2,1,fluorescens,koreensis,#70BCC950,0.0557741755170486,1,0.291073818593637
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_synxantha_MCP106_12298,2,2,fluorescens,synxantha,#70BCC950,0.0703074343208496,1,0.290175907828413
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_antarctica_BS2772_7007,2,1,fluorescens,antarctica,#70BCC950,0.088194522079374,1,0.473487576051679
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_grimontii_BS2976_7114,2,1,fluorescens,grimontii,#70BCC950,0.0893124650642817,1,0.462417161702438
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_synxantha_BG33R_474,2,1,fluorescens,synxantha,#70BCC950,0.108317495807714,1,0.533633314584505
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_orientalis_L1-3-08_11571,2,2,fluorescens,orientalis,#70BCC950,0.119496925656792,1,0.517931865252124
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_antarctica_PAMC_27494_4017,2,1,fluorescens,antarctica,#70BCC950,0.137384013415316,1,0.452203586883975
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_simiae_WCS417_2455,2,1,fluorescens,simiae,#70BCC950,0.140737842370039,1,0.525948220133318
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_chlororaphis_B25_7556,2,1,fluorescens,chlororaphis,#70BCC950,0.15527110117384,1,0.602212133215515
Pseudomonas_fluorescens_DSM_50090_11756,Pseudomonas_chlororaphis_TAMOak81_7536,2,1,fluorescens,chlororaphis,#70BCC950,0.158624930128563,1,0.570866827095387
Pseudomonas_poae_29G9_7715,Pseudomonas_fluorescens_AU14917_2434,1,1,poae,fluorescens,#93A9C466,0.0356512017887088,1,0.3271862903143
Pseudomonas_poae_29G9_7715,Pseudomonas_fluorescens_11293_6861,1,1,poae,fluorescens,#93A9C466,0.0401229737283399,1,0.30861330072043
Pseudomonas_poae_29G9_7715,Pseudomonas_koreensis_P2_7166,1,1,poae,koreensis,#93A9C466,0.0412409167132476,1,0.313910696761531
Pseudomonas_poae_29G9_7715,Pseudomonas_fluorescens_CPM15_9422,1,1,poae,fluorescens,#93A9C466,0.0423588596981554,1,0.32282737973178
Pseudomonas_poae_29G9_7715,Pseudomonas_synxantha_MCP106_12298,1,2,poae,synxantha,#93A9C466,0.0557741755170486,1,0.2923904688701
Pseudomonas_poae_29G9_7715,Pseudomonas_fluorescens_ATCC_13525_6569,1,1,poae,fluorescens,#93A9C466,0.0602459474566797,1,0.545156098444878
Pseudomonas_poae_29G9_7715,Pseudomonas_antarctica_BS2772_7007,1,1,poae,antarctica,#93A9C466,0.0736612632755729,1,0.48124016137944
Pseudomonas_poae_29G9_7715,Pseudomonas_grimontii_BS2976_7114,1,1,poae,grimontii,#93A9C466,0.0747792062604807,1,0.47559181629438
Pseudomonas_poae_29G9_7715,Pseudomonas_fluorescens_PICF7_2957,1,1,poae,fluorescens,#93A9C466,0.0803689211850196,1,0.535416421942911
Pseudomonas_poae_29G9_7715,Pseudomonas_synxantha_BG33R_474,1,1,poae,synxantha,#93A9C466,0.0937842370039128,1,0.511509675255246
Pseudomonas_poae_29G9_7715,Pseudomonas_orientalis_L1-3-08_11571,1,2,poae,orientalis,#93A9C466,0.104963666852991,1,0.513731020442786
Pseudomonas_poae_29G9_7715,Pseudomonas_fluorescens_NCTC10038_6712,1,1,poae,fluorescens,#93A9C466,0.121732811626607,1,0.518474500732189
Pseudomonas_poae_29G9_7715,Pseudomonas_antarctica_PAMC_27494_4017,1,1,poae,antarctica,#93A9C466,0.122850754611515,1,0.498566818123912
Pseudomonas_poae_29G9_7715,Pseudomonas_simiae_WCS417_2455,1,1,poae,simiae,#93A9C466,0.126204583566238,1,0.524640886327631
Pseudomonas_poae_29G9_7715,Pseudomonas_chlororaphis_B25_7556,1,1,poae,chlororaphis,#93A9C466,0.140737842370039,1,0.605168824574765
Pseudomonas_poae_29G9_7715,Pseudomonas_chlororaphis_TAMOak81_7536,1,1,poae,chlororaphis,#93A9C466,0.144091671324762,1,0.59100081532817
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_fluorescens_EK007-7t-asp_5076,1,1,orientalis,fluorescens,#F0878566,0.0222358859698155,1,0.266828306073806
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_fluorescens_EK007-RG4_5147,1,1,orientalis,fluorescens,#F0878566,0.0334153158188932,1,0.262383445370342
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_fluorescens_isolate_PS887_11794,1,1,orientalis,fluorescens,#F0878566,0.0445947456679709,1,0.246726460201881
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_poae_BS2776_5788,1,1,orientalis,poae,#F0878566,0.063599776411403,1,0.493215961203943
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_veronii_R4_3092,1,1,orientalis,veronii,#F0878566,0.0792509782001118,1,0.530865089771519
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_veronii_Pvy_11565,1,2,orientalis,veronii,#F0878566,0.0814868641699273,1,0.638549646473694
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_fluorescens_Pt14_4039,1,1,orientalis,fluorescens,#F0878566,0.0848406931246506,1,0.518993887619067
Pseudomonas_orientalis_DSM_17489_3694,Pseudomonas_poae_RE_1-1-14_197,1,1,orientalis,poae,#F0878566,0.0870765790944662,1,0.497170048633238
